t,blue_true_x,blue_true_y,red_true_x,red_true_y,blue_true_vx,blue_true_vy,red_true_vx,red_true_vy,blue_self_x,blue_self_y,red_self_x,red_self_y,blue_on_red_x,blue_on_red_y,red_on_blue_x,red_on_blue_y,uB_t,uB_r,uR_t,uR_r,tr_blue_self,tr_red_self,tr_blue_on_red,tr_red_on_blue,distance_true,blue_self_meas,red_self_meas,blue_saw_red,red_saw_blue,err_blue_self_pos,err_red_self_pos,err_blue_on_red_pos,err_red_on_blue_pos,blue_block_clear,red_block_clear,blue_inner_wall_clear,red_inner_wall_clear,blue_outer_wall_clear,red_outer_wall_clear,blue_critical,red_critical,blue_wrong_side,red_wrong_side,blue_safe_side,red_safe_side,pca_pred_blue_self_active,pca_pred_red_self_active,pca_pred_blue_self_rank,pca_pred_red_self_rank,pca_pred_blue_self_lambda,pca_pred_red_self_lambda,pca_upd_blue_self_active,pca_upd_red_self_active,pca_upd_blue_self_rank,pca_upd_red_self_rank,pca_upd_blue_self_lambda,pca_upd_red_self_lambda,future_min_clear_blue,future_min_clear_red,blue_block_event_id,red_block_event_id,nom_blue_self_x,nom_blue_self_y,nom_red_self_x,nom_red_self_y,blue_self_P11,blue_self_P12,blue_self_P22,red_self_P11,red_self_P12,red_self_P22,blue_on_red_P11,blue_on_red_P12,blue_on_red_P22,red_on_blue_P11,red_on_blue_P12,red_on_blue_P22
0.0,25.57040283693751,21.642769140842066,22.37896684098399,25.596585821089786,-2.57223607964431,3.077133532463174,-3.02745511512962,2.641398222927227,25.570353620777414,21.6427744567381,22.37894948424107,25.596551503281006,22.37894948424107,25.596551503281006,25.570353620777414,21.6427744567381,1.1621613752988258,0.09964459891689903,1.1459899455542795,0.03047346257394565,0.08002851892410101,0.08002843900864914,0.08002843900864914,0.08002851892410101,5.08113472142522,0.0,0.0,0.0,0.0,4.950241575208397e-5,3.845735981840549e-5,3.845735981840549e-5,4.950241575208397e-5,,,3.500073989874224,4.000049449468094,8.499926010125776,7.999950550531906,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.57059768017925,21.6424244085179,22.37925644445344,25.596266934719,0.040015135465323884,-2.11739914447719e-7,0.04001338345877712,0.04001509386459281,8.675825248950962e-8,0.04001334514405634,0.04001509386459281,8.675825248950962e-8,0.04001334514405634,0.040015135465323884,-2.11739914447719e-7,0.04001338345877712
0.02,25.518684316426974,21.704639300467473,22.31799832697071,25.649609248481053,-2.6056429811450914,3.1283427510164894,-3.0261666006016177,2.66778395643641,25.518096231183264,21.704486874803294,22.318033078273423,25.64971484255656,22.318033078273423,25.64971484255656,25.518096231183264,21.704486874803294,1.1621701355551788,0.09908506085847113,1.14599957558526,0.03005680883300236,0.08007358265275832,0.08007334332018984,0.08007334332018984,0.08007358265275832,5.080076642515532,0.0,0.0,0.0,0.0,0.0006075177667931532,0.0001111654704590829,0.0001111654704590829,0.0006075177667931532,,,3.5006659098718984,3.999933881147946,8.499334090128102,8.000066118852054,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.51883105164464,21.70343893850966,22.318955972483913,25.648863606372984,0.04003946956546263,-4.4738838635306684e-7,0.04003411308729569,0.040039287598135964,4.4741564381901393e-7,0.04003405572205388,0.040039287598135964,4.4741564381901393e-7,0.04003405572205388,0.04003946956546263,-4.4738838635306684e-7,0.04003411308729569
0.04,25.466205492904624,21.76744552332683,22.25716123921039,25.7031727702596,-2.61641070903557,3.152329410982479,-3.059004835821012,2.686865222608478,25.465438723251207,21.766427116182033,22.256676076168038,25.703020926894045,22.256676076168038,25.703020926894045,25.465438723251207,21.766427116182033,1.1620853688866346,0.0984684759477526,1.145857055444858,0.02963974670698228,0.08013535457811849,0.08013487658618507,0.08013487658618507,0.08013535457811849,5.078180184319671,0.0,0.0,0.0,0.0,0.0012747897136300686,0.0005083695361913222,0.0005083695361913222,0.0012747897136300686,,,3.5014821585231815,4.000504656343324,8.498517841476819,7.999495343656676,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.46691364214452,21.764335724840155,22.25852584346347,25.701323453780915,0.04007310545850429,-7.45252244956419e-7,0.040062249119614195,0.040072694221058996,1.0511227719897166e-6,0.04006218236512608,0.040072694221058996,1.0511227719897166e-6,0.04006218236512608,0.04007310545850429,-7.45252244956419e-7,0.040062249119614195
0.06,25.413519030445517,21.8308172670394,22.195539014333775,25.757176373945292,-2.633533105208433,3.170706963131902,-3.1093898215655758,2.709783336449072,25.41237868515171,21.828592554310625,22.19487676419189,25.75646689489121,22.19487676419189,25.75646689489121,25.41237868515171,21.828592554310625,1.162154718444167,0.09788184469463701,1.1458506063796712,0.029183189506007998,0.08021399931820247,0.08021320363339238,0.08021320363339238,0.08021399931820247,5.076582632093893,0.0,0.0,0.0,0.0,0.0024999468223704806,0.000970533759643114,0.000970533759643114,0.0024999468223704806,,,3.5027093241379816,4.001089495710843,8.497290675862018,7.998910504289157,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.414845706423016,21.82511438042678,22.197966357575048,25.75364614162364,0.04011614836738081,-1.1435413738319996e-6,0.04009785095082166,0.04011542861567347,1.8675192890044324e-6,0.040097775017718905,0.04011542861567347,1.8675192890044324e-6,0.040097775017718905,0.04011614836738081,-1.1435413738319996e-6,0.04009785095082166
0.08,25.360521123412592,21.894539070133277,22.133051413494915,25.81169187068759,-2.6764539166645496,3.2076021130805903,-3.1051211411698594,2.7483075858063546,25.358913726619008,21.890980450193577,22.132633425781947,25.810049887904817,22.132633425781947,25.810049887904817,25.358913726619008,21.890980450193577,1.1620175556387549,0.09718515416888773,1.1458934332605595,0.028758529231645076,0.08030968273410741,0.08030849045702701,0.08030849045702701,0.08030968273410741,5.075494733651745,0.0,0.0,0.0,0.0,0.003904804774537776,0.0016943497829879548,0.0016943497829879548,0.003904804774537776,,,3.5041321741759006,4.001697047349403,8.4958678258241,7.998302952650597,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.362627500249452,21.885774518704842,22.13727781590064,25.80583133521634,0.04016870535323437,-1.6803698870660457e-6,0.040140977380873036,0.04016760754980205,2.866706876380261e-6,0.04014088290722496,0.04016760754980205,2.866706876380261e-6,0.04014088290722496,0.04016870535323437,-1.6803698870660457e-6,0.040140977380873036
0.1,25.306641105840374,21.95907542232482,22.070570223311226,25.866884296993813,-2.680818463150902,3.2393167434199284,-3.150946406453043,2.7520896311060143,25.305041462336817,21.95358811636815,22.069944345084128,25.86376700556476,22.069944345084128,25.86376700556476,25.305041462336817,21.95358811636815,1.162012256509825,0.0966124693395857,1.1459067957627929,0.028287433750148538,0.08042257205956059,0.08042090418326991,0.08042090418326991,0.08042257205956059,5.073768319276584,0.0,0.0,0.0,0.0,0.005715713953705185,0.0031795014402892876,0.0031795014402892876,0.005715713953705185,,,3.505627549161943,4.003025942056645,8.494372450838057,7.996974057943355,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.310259280417412,21.946315753630362,22.076460520419968,25.857878700510966,0.04023088563768936,-2.3937604677039264e-6,0.04019168642187123,0.04022934957586035,4.019350376606768e-6,0.04019155460740956,0.04022934957586035,4.019350376606768e-6,0.04019155460740956,0.04023088563768936,-2.3937604677039264e-6,0.04019168642187123
0.12,25.252566023456726,22.02397319375112,22.00713706364622,25.92210063641834,-2.7220076236329027,3.2653948040363114,-3.170727074349058,2.749854843719616,25.25075952368192,22.016412813000862,22.00680784711804,25.917615330082906,22.00680784711804,25.917615330082906,25.25075952368192,22.016412813000862,1.1619230765813675,0.09601711029281204,1.1458544038420655,0.027880479138775498,0.08055283577402753,0.08055061332818675,0.08055061332818675,0.08055283577402753,5.072297969604306,0.0,0.0,0.0,0.0,0.007773210310114167,0.004497372171067969,0.004497372171067969,0.007773210310114167,,,3.5074243416009097,4.003961286043001,8.49257565839909,7.996038713956999,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.257741304743757,22.006737699682823,22.015514774009265,25.909787904098714,0.04030280039491651,-3.321576499731802e-6,0.04025003537911101,0.0403007751900527,5.296654166827217e-6,0.040249838138134056,0.0403007751900527,5.296654166827217e-6,0.040249838138134056,0.04030280039491651,-3.321576499731802e-6,0.04025003537911101
0.14,25.19782089642272,22.089544532644865,21.943322440342826,25.97730234725552,-2.7505075070610094,3.282366034276618,-3.1756380197011755,2.7348621783237927,25.196065493417976,22.079451774903653,21.94322225350759,25.971591923883995,21.94322225350759,25.971591923883995,25.196065493417976,22.079451774903653,1.1619091274681281,0.09531945256134203,1.14581679543251,0.027460961037185944,0.0807006435276982,0.08069778743767204,0.08069778743767204,0.0807006435276982,5.070150000314846,0.0,0.0,0.0,0.0,0.010244276379123203,0.005711302170609985,0.005711302170609985,0.010244276379123203,,,3.509374144974686,4.004847256848251,8.490625855025314,7.995152743151749,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.20507383206768,22.06703997186793,21.95444088043997,25.96155861321247,0.040384562879048444,-4.501460972951851e-6,0.04031608064864975,0.0403820066176667,6.670354205286814e-6,0.040315780820005344,0.0403820066176667,6.670354205286814e-6,0.040315780820005344,0.040384562879048444,-4.501460972951851e-6,0.04031608064864975
0.16,25.142512213357605,22.155529591829904,21.87943731739262,26.032206133834883,-2.7837001152160106,3.30760738958115,-3.225201308113592,2.755314759372264,25.140956983406333,22.142702200784623,21.879185862298275,26.02569379351804,21.879185862298275,26.02569379351804,25.140956983406333,22.142702200784623,1.1618234079504854,0.0946478360994511,1.1457751378756518,0.026927272442988714,0.08086616633982596,0.08086259719709002,0.08086259719709002,0.08086616633982596,5.067176609119577,0.0,0.0,0.0,0.0,0.012921327378790986,0.006517193112593804,0.006517193112593804,0.012921327378790986,,,3.5113922702905143,4.005669137956737,8.488607729709486,7.994330862043263,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.15225712224974,22.127222185720406,21.893239144377446,26.01319049572927,0.04047628834533004,-5.970878112543684e-6,0.040389877994495914,0.040473167942705945,8.112912020816568e-6,0.04038942925438407,0.040473167942705945,8.112912020816568e-6,0.04038942925438407,0.04047628834533004,-5.970878112543684e-6,0.040389877994495914
0.18,25.086517473725117,22.22200199743006,21.814558365467548,26.08749366005587,-2.776875472572782,3.324344496051728,-3.2727390343636564,2.761982284701568,25.085431588365278,22.206161268952677,21.81469700781906,26.079917942615463,21.81469700781906,26.079917942615463,25.085431588365278,22.206161268952677,1.1617721768086224,0.09394070524655872,1.14570118342832,0.026476260168361403,0.08104957645847127,0.08104521455632217,0.08104521455632217,0.08104957645847127,5.064359999046209,0.0,0.0,0.0,0.0,0.015877903693777128,0.007576985973229448,0.007576985973229448,0.015877903693777128,,,3.5134410607639808,4.006356496158851,8.48655893923602,7.993643503841149,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.099291436170862,22.187283957306718,21.83190987137968,26.064683220172753,0.040578094212892456,-7.767055582524249e-6,0.040471482245578824,0.040574385206171744,9.59736958662305e-6,0.04047082935015043,0.040574385206171744,9.59736958662305e-6,0.04047082935015043,0.040578094212892456,-7.767055582524249e-6,0.040471482245578824
0.2,25.030463272479047,22.28863069810464,21.748756479113027,26.14293153201243,-2.8548965700411744,3.2986111100989293,-3.292134591747155,2.7603903508875858,25.029486908644742,22.26982610061675,21.74975402500754,26.13426135476634,21.74975402500754,26.13426135476634,25.029486908644742,22.26982610061675,1.1616499356451104,0.09317967043039123,1.1456357477929968,0.026017683033209477,0.08125104744905709,0.08124581271438419,0.08124581271438419,0.08125104744905709,5.062137334751692,0.0,0.0,0.0,0.0,0.018829927589305375,0.008727374822376444,0.008727374822376444,0.018829927589305375,,,3.51577464465673,4.00678281571561,8.48422535534327,7.99321718428439,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.046177035731365,22.24722490322788,21.770453367895993,26.116036455715605,0.04069009994926248,-9.92688949662229e-6,0.0405609474997946,0.04068578633584241,1.109742627401214e-5,0.04056002637854179,0.04068578633584241,1.109742627401214e-5,0.04056002637854179,0.04069009994926248,-9.92688949662229e-6,0.0405609474997946
