t,blue_true_x,blue_true_y,red_true_x,red_true_y,blue_true_vx,blue_true_vy,red_true_vx,red_true_vy,blue_self_x,blue_self_y,red_self_x,red_self_y,blue_on_red_x,blue_on_red_y,red_on_blue_x,red_on_blue_y,uB_t,uB_r,uR_t,uR_r,tr_blue_self,tr_red_self,tr_blue_on_red,tr_red_on_blue,distance_true,blue_self_meas,red_self_meas,blue_saw_red,red_saw_blue,err_blue_self_pos,err_red_self_pos,err_blue_on_red_pos,err_red_on_blue_pos,blue_block_clear,red_block_clear,blue_inner_wall_clear,red_inner_wall_clear,blue_outer_wall_clear,red_outer_wall_clear,blue_critical,red_critical,blue_wrong_side,red_wrong_side,blue_safe_side,red_safe_side,pca_pred_blue_self_active,pca_pred_red_self_active,pca_pred_blue_self_rank,pca_pred_red_self_rank,pca_pred_blue_self_lambda,pca_pred_red_self_lambda,pca_upd_blue_self_active,pca_upd_red_self_active,pca_upd_blue_self_rank,pca_upd_red_self_rank,pca_upd_blue_self_lambda,pca_upd_red_self_lambda,future_min_clear_blue,future_min_clear_red,blue_block_event_id,red_block_event_id,nom_blue_self_x,nom_blue_self_y,nom_red_self_x,nom_red_self_y,blue_self_P11,blue_self_P12,blue_self_P22,red_self_P11,red_self_P12,red_self_P22,blue_on_red_P11,blue_on_red_P12,blue_on_red_P22,red_on_blue_P11,red_on_blue_P12,red_on_blue_P22
0.0,25.570344827729873,21.642747429328633,22.378903906968546,25.596595613400577,-2.60759026608119,3.0323431664524687,-3.0455128388156463,2.617271077297208,25.570353620777414,21.6427744567381,22.37894948424107,25.596551503281006,22.37894948424107,25.596551503281006,25.570353620777414,21.6427744567381,1.1621613752988258,0.09964459891689903,1.1459899455542795,0.03047346257394565,0.08002851892410101,0.08002843900864914,0.08002843900864914,0.08002851892410101,5.08116232897542,0.0,0.0,0.0,0.0,2.842179704934284e-5,6.342704800979007e-5,6.342704800979007e-5,2.842179704934284e-5,,,3.500015685051892,4.0000153981331295,8.499984314948108,7.9999846018668705,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.57059768017925,21.6424244085179,22.37925644445344,25.596266934719,0.040015135465323884,-2.11739914447719e-7,0.04001338345877712,0.04001509386459281,8.675825248950962e-8,0.04001334514405634,0.04001509386459281,8.675825248950962e-8,0.04001334514405634,0.040015135465323884,-2.11739914447719e-7,0.04001338345877712
0.02,25.517807957256462,21.703634301235642,22.317631957496392,25.649117470253067,-2.608341644851533,3.0367442309566224,-3.103315979001102,2.5775381864541114,25.518096231183264,21.704486874803294,22.318033078273423,25.64971484255656,22.318033078273423,25.64971484255656,25.518096231183264,21.704486874803294,1.1621701355551788,0.09908506085847113,1.14599957558526,0.03005680883300236,0.08007358265275832,0.08007334332018984,0.08007334332018984,0.08007358265275832,5.0801539215303455,0.0,0.0,0.0,0.0,0.0008999908583608734,0.0007195495443299201,0.0007195495443299201,0.0008999908583608734,,,3.4993472298370847,3.999322393146386,8.500652770162915,8.000677606853614,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.51883105164464,21.70343893850966,22.318955972483913,25.648863606372984,0.04003946956546263,-4.4738838635306684e-7,0.04003411308729569,0.040039287598135964,4.4741564381901393e-7,0.04003405572205388,0.040039287598135964,4.4741564381901393e-7,0.04003405572205388,0.04003946956546263,-4.4738838635306684e-7,0.04003411308729569
0.04,25.465380231664057,21.764624729612862,22.255125888656558,25.700859546036103,-2.6632738976853485,3.0440384844121673,-3.124267313064398,2.5461282927352267,25.465438723251207,21.766427116182033,22.256676076168038,25.703020926894045,22.256676076168038,25.703020926894045,25.465438723251207,21.766427116182033,1.1620853688866346,0.0984684759477526,1.145857055444858,0.02963974670698228,0.08013535457811849,0.08013487658618507,0.08013487658618507,0.08013535457811849,5.079338291236469,0.0,0.0,0.0,0.0,0.00180333541264384,0.0026598211469618742,0.0026598211469618742,0.00180333541264384,,,3.4990220747427543,3.9974235748097016,8.500977925257246,8.002576425190298,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.46691364214452,21.764335724840155,22.25852584346347,25.701323453780915,0.04007310545850429,-7.45252244956419e-7,0.040062249119614195,0.040072694221058996,1.0511227719897166e-6,0.04006218236512608,0.040072694221058996,1.0511227719897166e-6,0.04006218236512608,0.04007310545850429,-7.45252244956419e-7,0.040062249119614195
0.06,25.411804750950676,21.825818649143304,22.19225216789441,25.751962160738735,-2.6620438503028194,3.0675944246229863,-3.108983228724225,2.5827918022513776,25.41237868515171,21.828592554310625,22.19487676419189,25.75646689489121,22.19487676419189,25.75646689489121,25.41237868515171,21.828592554310625,1.162154718444167,0.09788184469463701,1.1458506063796712,0.029183189506007998,0.08021399931820247,0.08021320363339238,0.08021320363339238,0.08021399931820247,5.077412895235838,0.0,0.0,0.0,0.0,0.0028326578233884656,0.005213553059980516,0.005213553059980516,0.0028326578233884656,,,3.498151895376722,3.9949939169215583,8.501848104623278,8.005006083078442,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.414845706423016,21.82511438042678,22.197966357575048,25.75364614162364,0.04011614836738081,-1.1435413738319996e-6,0.04009785095082166,0.04011542861567347,1.8675192890044324e-6,0.040097775017718905,0.04011542861567347,1.8675192890044324e-6,0.040097775017718905,0.04011614836738081,-1.1435413738319996e-6,0.04009785095082166
0.08,25.35815801107705,21.887447962917133,22.12976877853996,25.80376403575419,-2.6682544093874165,3.100924274059387,-3.110195368220945,2.618403402670629,25.358913726619008,21.890980450193577,22.132633425781947,25.810049887904817,22.132633425781947,25.810049887904817,25.358913726619008,21.890980450193577,1.1620175556387549,0.09718515416888773,1.1458934332605595,0.028758529231645076,0.08030968273410741,0.08030849045702701,0.08030849045702701,0.08030968273410741,5.075433835557637,0.0,0.0,0.0,0.0,0.003612419180908941,0.006907831865392986,0.006907831865392986,0.003612419180908941,,,3.497709713414089,3.9935421014716184,8.502290286585911,8.006457898528382,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.362627500249452,21.885774518704842,22.13727781590064,25.80583133521634,0.04016870535323437,-1.6803698870660457e-6,0.040140977380873036,0.04016760754980205,2.866706876380261e-6,0.04014088290722496,0.04016760754980205,2.866706876380261e-6,0.04014088290722496,0.04016870535323437,-1.6803698870660457e-6,0.040140977380873036
0.1,25.304471986186478,21.949776332579802,22.067208331407866,25.856390556433276,-2.659162250904322,3.096960298346677,-3.1328200219617397,2.6189317106947203,25.305041462336817,21.95358811636815,22.069944345084128,25.86376700556476,22.069944345084128,25.86376700556476,25.305041462336817,21.95358811636815,1.162012256509825,0.0966124693395857,1.1459067957627929,0.028287433750148538,0.08042257205956059,0.08042090418326991,0.08042090418326991,0.08042257205956059,5.073609234515884,0.0,0.0,0.0,0.0,0.003854088573827722,0.007867513751248018,0.007867513751248018,0.003854088573827722,,,3.497895210743863,3.992861252747886,8.502104789256137,8.007138747252114,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.310259280417412,21.946315753630362,22.076460520419968,25.857878700510966,0.04023088563768936,-2.3937604677039264e-6,0.04019168642187123,0.04022934957586035,4.019350376606768e-6,0.04019155460740956,0.04022934957586035,4.019350376606768e-6,0.04019155460740956,0.04023088563768936,-2.3937604677039264e-6,0.04019168642187123
0.12,25.250922968533228,22.011915527069345,22.004088713170827,25.908909680231794,-2.683532844147666,3.123052204272806,-3.182104160585481,2.626628779317689,25.25075952368192,22.016412813000862,22.00680784711804,25.917615330082906,22.00680784711804,25.917615330082906,25.25075952368192,22.016412813000862,1.1619230765813675,0.09601711029281204,1.1458544038420655,0.027880479138775498,0.08055283577402753,0.08055061332818675,0.08055061332818675,0.08055283577402753,5.072326498913199,0.0,0.0,0.0,0.0,0.004500254989358079,0.009120418233450783,0.009120418233450783,0.004500254989358079,,,3.4982616852521957,3.991933174144428,8.501738314747804,8.008066825855572,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.257741304743757,22.006737699682823,22.015514774009265,25.909787904098714,0.04030280039491651,-3.321576499731802e-6,0.04025003537911101,0.0403007751900527,5.296654166827217e-6,0.040249838138134056,0.0403007751900527,5.296654166827217e-6,0.040249838138134056,0.04030280039491651,-3.321576499731802e-6,0.04025003537911101
0.14,25.19700291058394,22.074714865496613,21.940080717905953,25.961612636749667,-2.712909489088703,3.131196777044278,-3.2246677450127486,2.634153936875256,25.196065493417976,22.079451774903653,21.94322225350759,25.971591923883995,21.94322225350759,25.971591923883995,25.196065493417976,22.079451774903653,1.1619091274681281,0.09531945256134203,1.14581679543251,0.027460961037185944,0.0807006435276982,0.08069778743767204,0.08069778743767204,0.0807006435276982,5.071046879425425,0.0,0.0,0.0,0.0,0.004828774344856714,0.010462094324068773,0.010462094324068773,0.004828774344856714,,,3.4989849408747418,3.990770403285488,8.501015059125258,8.009229596714512,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.20507383206768,22.06703997186793,21.95444088043997,25.96155861321247,0.040384562879048444,-4.501460972951851e-6,0.04031608064864975,0.0403820066176667,6.670354205286814e-6,0.040315780820005344,0.0403820066176667,6.670354205286814e-6,0.040315780820005344,0.040384562879048444,-4.501460972951851e-6,0.04031608064864975
0.16,25.142398545588573,22.13753368767357,21.875204241231778,26.014469319023576,-2.7544023120389216,3.16520903942677,-3.2386065273717195,2.6135252388815604,25.140956983406333,22.142702200784623,21.879185862298275,26.02569379351804,21.879185862298275,26.02569379351804,25.140956983406333,22.142702200784623,1.1618234079504854,0.0946478360994511,1.1457751378756518,0.026927272442988714,0.08086616633982596,0.08086259719709002,0.08086259719709002,0.08086616633982596,5.070028452785324,0.0,0.0,0.0,0.0,0.005365783195804533,0.011909749535321042,0.011909749535321042,0.005365783195804533,,,3.499411970930126,3.9893685517401707,8.500588029069874,8.01063144825983,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.15225712224974,22.127222185720406,21.893239144377446,26.01319049572927,0.04047628834533004,-5.970878112543684e-6,0.040389877994495914,0.040473167942705945,8.112912020816568e-6,0.04038942925438407,0.040473167942705945,8.112912020816568e-6,0.04038942925438407,0.04047628834533004,-5.970878112543684e-6,0.040389877994495914
0.18,25.08694970758714,22.201135118897433,21.810124669340073,26.066998093570255,-2.815811651077527,3.1729407603985567,-3.241000609398674,2.6321133804617896,25.085431588365278,22.206161268952677,21.81469700781906,26.079917942615463,21.81469700781906,26.079917942615463,25.085431588365278,22.206161268952677,1.1617721768086224,0.09394070524655872,1.14570118342832,0.026476260168361403,0.08104957645847127,0.08104521455632217,0.08104521455632217,0.08104957645847127,5.067788360836421,0.0,0.0,0.0,0.0,0.005250416207275191,0.013705063973487083,0.013705063973487083,0.005250416207275191,,,3.4999320327451926,3.9877908623427842,8.500067967254807,8.012209137657216,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,,,0,0,25.099291436170862,22.187283957306718,21.83190987137968,26.064683220172753,0.040578094212892456,-7.767055582524249e-6,0.040471482245578824,0.040574385206171744,9.59736958662305e-6,0.04047082935015043,0.040574385206171744,9.59736958662305e-6,0.04047082935015043,0.040578094212892456,-7.767055582524249e-6,0.040471482245578824
